depth_m,b59_ang201,b60_ang201,b61_ang201,b62_ang201,b65_ang201,b67_ang201,b73_ang201,b74_ang201,b76_ang201,b78_ang201
0.521208,0.0389451,0.038906,0.037856,0.0364965,0.0311123,0.0281018,0.0099617,0.011035,0.010741,0.0102118
0.519176,0.0413681,0.0417366,0.0397751,0.0400179,0.0341188,0.030186,0.010478,0.0105056,0.0107677,0.0107819
0.521208,0.0419343,0.0413136,0.0401443,0.039636,0.0349265,0.0309988,0.0125203,0.0128298,0.011521,0.012113
0.527304,0.0408928,0.040059,0.0384587,0.0387416,0.0331206,0.0288729,0.0105621,0.011286,0.0109992,0.0113542
0.54102,0.0408928,0.040059,0.0384587,0.0387416,0.0331206,0.0288729,0.0105621,0.011286,0.0109992,0.0113542
0.55626,0.0395545,0.0392677,0.038381,0.0384532,0.0321347,0.0279637,0.010353,0.0113872,0.0101121,0.010858
0.557784,0.0390588,0.0383443,0.0386392,0.037482,0.0319807,0.0286073,0.0099347,0.010135,0.0101921,0.0099981
0.554736,0.0395189,0.0391757,0.0384808,0.0378851,0.0319992,0.0284252,0.0103032,0.0094867,0.0101417,0.0101386
0.561848,0.0363507,0.0357946,0.0348679,0.0347698,0.029476,0.0245055,0.0091162,0.0095671,0.0089013,0.0096513
0.562864,0.0376989,0.0374297,0.037157,0.0362217,0.0299101,0.0268391,0.0093452,0.0088614,0.0102615,0.0098458
0.559308,0.03982,0.040394,0.0390262,0.0381245,0.0328418,0.0279349,0.0095114,0.0103392,0.010234,0.0099348
0.560832,0.03982,0.040394,0.0390262,0.0381245,0.0328418,0.0279349,0.0095114,0.0103392,0.010234,0.0099348
0.562864,0.0404592,0.0407912,0.0393995,0.0383191,0.033175,0.0285439,0.0103977,0.0101085,0.0108534,0.0108068
0.562356,0.0404592,0.0407912,0.0393995,0.0383191,0.033175,0.0285439,0.0103977,0.0101085,0.0108534,0.0108068
0.554736,0.0428678,0.0430917,0.0413732,0.0403836,0.0354575,0.0313072,0.0111707,0.011463,0.0110978,0.0109395
0.557784,0.0403637,0.0408657,0.0398908,0.0392358,0.0330291,0.0294437,0.0098415,0.0109572,0.0102171,0.0102779
0.560832,0.0433396,0.0419718,0.0427916,0.0418628,0.0363849,0.0327441,0.010807,0.0110133,0.0110657,0.0115947
0.509016,0.0409396,0.0431304,0.0402117,0.0406713,0.0364446,0.0323869,0.0126959,0.0127938,0.0121159,0.0118088
0.484632,0.0388479,0.0385977,0.0384035,0.0371858,0.0313831,0.0284213,0.0088159,0.0096116,0.0096412,0.0096312
0.514096,0.0415429,0.0422113,0.0406789,0.041571,0.0343029,0.0315541,0.0102656,0.0111227,0.0105121,0.0108119
0.537972,0.0415429,0.0422113,0.0406789,0.041571,0.0343029,0.0315541,0.0102656,0.0111227,0.0105121,0.0108119
0.542544,0.0418981,0.0423773,0.0414425,0.0407983,0.0366786,0.0337709,0.0128622,0.0121199,0.0133542,0.0130854
0.521208,0.0378416,0.0390381,0.0365418,0.0370115,0.0313279,0.027303,0.0098698,0.010145,0.0098012,0.0100193
0.529336,0.0398038,0.0410562,0.0392043,0.0388727,0.0330736,0.0293826,0.0100022,0.009644,0.0098081,0.0099673
0.55372,0.0398038,0.0410562,0.0392043,0.0388727,0.0330736,0.0293826,0.0100022,0.009644,0.0098081,0.0099673
0.560832,0.0377734,0.038011,0.0370112,0.0362953,0.0311011,0.0273111,0.0090828,0.0092285,0.0098494,0.0100278
0.565912,0.0422042,0.0432886,0.040347,0.0399882,0.0342871,0.0316234,0.0090367,0.0106579,0.0098396,0.0102234
0.576072,0.0412218,0.0397962,0.0394811,0.040482,0.0350157,0.0314599,0.0115495,0.0115926,0.0112166,0.0111575
0.5715,0.0398193,0.0385762,0.0379339,0.0382074,0.0330064,0.0288979,0.0098479,0.0102163,0.0098195,0.0097029
0.562356,0.0418608,0.0411169,0.0399371,0.0393136,0.0346931,0.0310876,0.0111898,0.0108162,0.011807,0.0116226
0.562356,0.0391707,0.0409277,0.0393004,0.0388629,0.0391584,0.0379045,0.0232204,0.0239016,0.0238639,0.0240808
0.54864,0.0386347,0.0392536,0.0389892,0.0391769,0.0362129,0.0347119,0.0156084,0.0163414,0.0170745,0.0168857
0.522732,0.0394667,0.0414268,0.0389404,0.0392192,0.0362305,0.0336379,0.0136654,0.0144105,0.0147878,0.0142524
0.478536,0.0412008,0.0417908,0.0401678,0.0400218,0.0361041,0.0324674,0.0126365,0.0120679,0.0122216,0.0119386
0.470408,0.0407746,0.0415272,0.0400347,0.0391767,0.0345465,0.0312585,0.0093083,0.0101932,0.0105847,0.0101106
0.539496,0.0329546,0.0329128,0.0317111,0.0311221,0.0261935,0.0228489,0.0081909,0.0088971,0.0093117,0.0093015
0.567944,0.03928,0.0399373,0.0379427,0.0378691,0.0330675,0.0287094,0.0095832,0.0105074,0.0097693,0.0095064
0.573024,0.0345147,0.0352656,0.0330297,0.0327706,0.0283343,0.0245708,0.0088504,0.0091635,0.0095141,0.0093684
0.566928,0.0332036,0.0345565,0.03227,0.0321537,0.0271345,0.0249862,0.0091577,0.0094355,0.0094428,0.0088655
0.566928,0.0332036,0.0345565,0.03227,0.0321537,0.0271345,0.0249862,0.0091577,0.0094355,0.0094428,0.0088655
0.564896,0.0365017,0.0363371,0.0358513,0.0348035,0.0283385,0.0246524,0.0080363,0.0086611,0.0083087,0.0086562
0.55626,0.0351759,0.0349087,0.0346252,0.0338502,0.0284093,0.0246253,0.0082865,0.0094253,0.0086276,0.0087134
0.54102,0.0398836,0.0396689,0.0391873,0.0378466,0.0318764,0.0285202,0.0098999,0.0099127,0.0098939,0.0099284
0.536448,0.0423218,0.0425405,0.0408387,0.0409754,0.0358081,0.0325096,0.0109036,0.011285,0.0119854,0.0118283
0.515112,0.0411687,0.0414045,0.0412203,0.0406339,0.0351127,0.0316909,0.0108135,0.0110274,0.0111774,0.0109039
0.519176,0.0384921,0.0382033,0.0368375,0.0359994,0.0300136,0.0264245,0.0090182,0.009375,0.0091099,0.0092657
0.519176,0.039812,0.040364,0.0400119,0.0393267,0.0335841,0.0300811,0.010086,0.0109598,0.0106615,0.0107554
0.551688,0.0377969,0.0387345,0.0367471,0.0370331,0.0346343,0.0335255,0.0155379,0.0161821,0.0167794,0.0168053
0.582168,0.0395239,0.0400266,0.0386466,0.0387495,0.0335586,0.0302296,0.0108022,0.0100977,0.0111282,0.0111668
0.577596,0.0391282,0.0379463,0.0376661,0.0380781,0.0347094,0.0336343,0.0143387,0.0150392,0.0156145,0.0154314
0.560832,0.0371303,0.0374129,0.0351619,0.0346937,0.0297897,0.0260237,0.0090708,0.0097395,0.0094653,0.0096788
0.56388,0.0353252,0.0352652,0.0334658,0.0333494,0.0276523,0.0241819,0.0091366,0.0083611,0.0091965,0.0093598
0.606552,0.0338905,0.0338372,0.0322805,0.0316698,0.0267209,0.0227153,0.0073473,0.0081124,0.0087739,0.0087265
0.623316,0.0341494,0.0335986,0.0317851,0.0318031,0.0265829,0.0230567,0.0079066,0.0087007,0.0085022,0.0087936
0.643128,0.0307765,0.0303167,0.0295511,0.0296216,0.0239257,0.0205943,0.0080973,0.0092772,0.008756,0.0086697
0.653796,0.0325927,0.0331115,0.0316351,0.0309584,0.0258719,0.0230863,0.0088346,0.0087784,0.008819,0.0089749
0.662432,0.0371056,0.0373206,0.0357546,0.0349923,0.0302116,0.027094,0.0094519,0.0092456,0.0095203,0.0092146
0.67056,0.0321978,0.0317518,0.0313073,0.0299116,0.0254684,0.022499,0.0087675,0.0086391,0.0092927,0.0085211
0.65532,0.0294096,0.0291262,0.0285166,0.0277294,0.0233545,0.0194557,0.0075319,0.0087615,0.0080898,0.008206
0.633984,0.030551,0.030953,0.0294066,0.0292391,0.0236674,0.0211202,0.0086167,0.0091622,0.0091709,0.0087608
0.6096,0.0322034,0.032523,0.0315882,0.0311129,0.0274255,0.0245834,0.009063,0.0099114,0.0094817,0.0096878
0.598932,0.03164,0.0326345,0.0308353,0.0305432,0.0260136,0.0232846,0.0083826,0.0090564,0.0094976,0.0097184
0.56388,0.033365,0.0337058,0.0329733,0.0318369,0.0282228,0.0241026,0.0084668,0.0091123,0.0101022,0.0094581
0.51816,0.0373251,0.0380832,0.0360025,0.0363951,0.0297139,0.0272346,0.0082939,0.0091869,0.0097656,0.0093452
0.530352,0.0385463,0.0388136,0.0372931,0.0371229,0.030671,0.0278297,0.0083861,0.009433,0.0102341,0.0096032
0.542544,0.0369274,0.0366869,0.0357571,0.0356632,0.0317345,0.0301652,0.0126535,0.0129171,0.0125926,0.0132736
0.557784,0.0356312,0.0364371,0.0349015,0.0352228,0.0289918,0.0262987,0.0086453,0.0091261,0.0101362,0.0094428
0.55626,0.0379074,0.0390115,0.0370162,0.0373803,0.0317445,0.0297845,0.0105364,0.0110851,0.0100346,0.0106442
0.560832,0.0381364,0.0384486,0.0363241,0.0365275,0.0346259,0.0333831,0.0157696,0.0161069,0.0172074,0.017386
0.562356,0.0357171,0.0366912,0.0345688,0.0341635,0.0283547,0.0258155,0.008402,0.0091732,0.0090541,0.0092568
0.612648,0.0410595,0.0408333,0.0396731,0.0396176,0.0354707,0.0328066,0.0114259,0.012559,0.0120344,0.0122683
0.62484,0.0351104,0.0360744,0.0339868,0.0331592,0.0282193,0.0250648,0.0094759,0.0096665,0.0096527,0.0097365
0.646176,0.033494,0.0343475,0.0323733,0.0320199,0.0267744,0.0233616,0.0081256,0.0088252,0.0081356,0.0084888
0.667512,0.0364429,0.0358139,0.0342861,0.0336974,0.0290417,0.0259092,0.00852,0.0088717,0.0093157,0.0092285
0.673608,0.0319882,0.0313608,0.0305585,0.0304368,0.0253984,0.0220311,0.0079941,0.008119,0.0076729,0.0082096
0.697992,0.0320674,0.0323274,0.0309008,0.0301476,0.0256382,0.0232318,0.007608,0.0086111,0.0091381,0.0087014
0.728472,0.0295727,0.0295903,0.0280172,0.028009,0.0223567,0.0205267,0.0073232,0.0080286,0.0078093,0.0080504
0.735584,0.0295727,0.0295903,0.0280172,0.028009,0.0223567,0.0205267,0.0073232,0.0080286,0.0078093,0.0080504
0.762,0.0302678,0.0305221,0.0284384,0.0281916,0.0228258,0.0202444,0.0069494,0.0075614,0.0073704,0.0079331
0.79248,0.0322364,0.0323433,0.0305161,0.0293667,0.0252028,0.0215301,0.0087257,0.0087122,0.0082453,0.0083394
0.804672,0.0309323,0.0314643,0.0301805,0.0296772,0.0239497,0.0204121,0.0080753,0.0089797,0.0084107,0.0085014
0.79756,0.0318763,0.0317858,0.029912,0.0291075,0.0252069,0.0205059,0.0078286,0.0084724,0.0088052,0.0081603
0.832104,0.0310304,0.0308438,0.0295657,0.0288707,0.0244636,0.0206476,0.0075526,0.0076295,0.0080503,0.0077578
0.844296,0.0295946,0.0297498,0.0295264,0.0279694,0.0232244,0.0202767,0.0068328,0.0083949,0.0083283,0.007943
0.84836,0.0300727,0.030239,0.0291823,0.028546,0.0235337,0.0206185,0.0067297,0.0077897,0.0080427,0.0079185
0.797052,0.029799,0.0298196,0.028367,0.0296016,0.0235347,0.0208317,0.0081235,0.0079838,0.0077779,0.0079268
0.762,0.0304373,0.0299614,0.0283978,0.0281963,0.0235032,0.0200255,0.0083669,0.0087181,0.0086276,0.0083928
0.771144,0.0296358,0.0299263,0.028841,0.0286466,0.0235901,0.0212752,0.007896,0.0089414,0.0086854,0.0087047
0.769112,0.0334131,0.0324478,0.0314593,0.0311406,0.0283342,0.02558,0.0092315,0.0101829,0.0101556,0.0099141
0.783336,0.0311903,0.0307047,0.030522,0.0301717,0.0261576,0.0233809,0.0083294,0.0088601,0.0094379,0.0092797
0.832104,0.0293995,0.0286595,0.0281594,0.0282463,0.0237248,0.0199144,0.0080727,0.0078531,0.0085685,0.0081343
0.886206,0.0288422,0.0277143,0.0277432,0.0270165,0.0233301,0.0202271,0.0075238,0.0086347,0.0092176,0.008855
0.911352,0.0347664,0.0334147,0.0334691,0.0326591,0.0297222,0.025309,0.0091908,0.0087045,0.0100904,0.0101508
0.9144,0.0298883,0.0313273,0.0289713,0.0288504,0.0247793,0.0206113,0.0080468,0.0090753,0.0088826,0.0087954
0.810768,0.0484519,0.048442,0.0459593,0.0463061,0.0414419,0.0389039,0.0185079,0.0200446,0.0194029,0.0187827
0.787908,0.0487521,0.0483864,0.0464827,0.0466925,0.0419581,0.0392942,0.0190173,0.0207168,0.0193507,0.0192097
0.799592,0.0480509,0.0466039,0.0450456,0.0455901,0.0413559,0.0379392,0.018106,0.0193836,0.0189658,0.018602
0.813816,0.0480509,0.0466039,0.0450456,0.0455901,0.0413559,0.0379392,0.018106,0.0193836,0.0189658,0.018602
0.858012,0.0493867,0.0491465,0.046563,0.0460496,0.0435625,0.0395911,0.0197996,0.0205872,0.0196435,0.0194736
0.757428,0.0491477,0.0477084,0.0455256,0.0460911,0.0426139,0.0397045,0.0198906,0.0202833,0.0188598,0.0192317
0.804672,0.0503847,0.0495034,0.0472583,0.0466614,0.0441172,0.0401671,0.0196695,0.0204095,0.0205582,0.0197562
0.783336,0.0496083,0.0492294,0.0466986,0.0463464,0.043426,0.0398232,0.0200418,0.020414,0.0197121,0.0194917
0.813816,0.0496083,0.0492294,0.0466986,0.0463464,0.043426,0.0398232,0.0200418,0.020414,0.0197121,0.0194917
0.77724,0.0494604,0.0486789,0.0462662,0.0456276,0.0428006,0.0389204,0.0203987,0.0203187,0.0199961,0.0195803
0.755904,0.048236,0.0480073,0.0465002,0.0456632,0.0420222,0.039685,0.0198038,0.0190498,0.0195114,0.0194545
0.764032,0.0497526,0.0490193,0.0473121,0.0470886,0.0433915,0.0410751,0.0197905,0.0202428,0.0199841,0.0197875
0.719328,0.0509011,0.0497734,0.0477477,0.047011,0.0426374,0.0416193,0.0198545,0.0206319,0.0196699,0.019417
0.714756,0.0511045,0.0502278,0.0481146,0.0472222,0.0443037,0.0415438,0.0187187,0.0205418,0.0201754,0.0197665
0.69088,0.0514053,0.0516878,0.049378,0.0489259,0.0449342,0.0437804,0.0217993,0.0212648,0.0210358,0.0205605
0.694944,0.0502036,0.049102,0.0469367,0.0468189,0.0433309,0.0410443,0.0197699,0.0202807,0.0202105,0.0197264
0.693928,0.0475755,0.0477877,0.0454951,0.0446783,0.0411263,0.0399494,0.0210714,0.0202984,0.0203706,0.0198666
0.65532,0.0475755,0.0477877,0.0454951,0.0446783,0.0411263,0.0399494,0.0210714,0.0202984,0.0203706,0.0198666
0.644144,0.0469898,0.047279,0.0446374,0.0438336,0.0410793,0.0399488,0.0201494,0.0198771,0.0199083,0.0197349
0.661416,0.047648,0.047858,0.0448011,0.0447867,0.0418796,0.0392418,0.0199008,0.0202567,0.0198392,0.0195016
0.661416,0.0470752,0.0457751,0.0440902,0.0442627,0.0403652,0.038646,0.0202902,0.021153,0.0205944,0.019973
0.67056,0.047648,0.047858,0.0448011,0.0447867,0.0418796,0.0392418,0.0199008,0.0202567,0.0198392,0.0195016
0.664464,0.0470576,0.046682,0.0439221,0.0435925,0.0412072,0.0387462,0.0195182,0.0201302,0.0198635,0.0194373
0.842264,0.0467876,0.0473445,0.0444233,0.043746,0.0406274,0.039186,0.0204484,0.0207863,0.0201461,0.0197528
1.54968,0.0379243,0.0374306,0.0360132,0.0361815,0.0328473,0.0305393,0.0165961,0.0178601,0.0174849,0.0170536
0.646176,0.0462863,0.0453277,0.0432063,0.0432273,0.0398552,0.0381265,0.0197302,0.019994,0.0191429,0.0189216
0.646176,0.046565,0.0465605,0.044128,0.0435435,0.0405422,0.0384588,0.02031,0.0207751,0.0196909,0.0193343
1.47348,0.0379243,0.0374306,0.0360132,0.0361815,0.0328473,0.0305393,0.0165961,0.0178601,0.0174849,0.0170536
0.657352,0.0471903,0.0474274,0.0444741,0.0440587,0.0410147,0.0385476,0.0210434,0.0202815,0.0200844,0.0199577
1.48567,0.0382881,0.0375851,0.0357559,0.0362692,0.0330755,0.0299952,0.0168151,0.0178478,0.0172558,0.0172435
0.679704,0.0471903,0.0474274,0.0444741,0.0440587,0.0410147,0.0385476,0.0210434,0.0202815,0.0200844,0.0199577
1.51615,0.038219,0.0383483,0.0357655,0.036753,0.0327833,0.0303707,0.0165786,0.017695,0.0175285,0.0172686
0.704088,0.0471261,0.0487526,0.0444024,0.0444102,0.040986,0.0398094,0.0209616,0.0211821,0.0207198,0.0201536
0.687324,0.0473274,0.0477411,0.044499,0.0442662,0.0423899,0.0397112,0.0201427,0.0206838,0.0201563,0.0199779
1.4338599,0.038738,0.0372756,0.0358731,0.0357427,0.0332678,0.0302125,0.0165596,0.0176363,0.01737,0.017248
1.47348,0.038219,0.0383483,0.0357655,0.036753,0.0327833,0.0303707,0.0165786,0.017695,0.0175285,0.0172686
1.411,0.0379535,0.0364694,0.0348188,0.0355485,0.0320778,0.0301219,0.0158137,0.016845,0.0170901,0.0167759
0.710184,0.0461426,0.0458065,0.0434969,0.0431484,0.0408194,0.0379419,0.0201051,0.0208554,0.0197214,0.0194483
1.475,0.0394518,0.039427,0.0372703,0.0383236,0.0346035,0.0318403,0.0177087,0.0178634,0.0173532,0.0169533
1.5131,0.03956,0.0399671,0.0376726,0.0390545,0.0346547,0.0323387,0.0173524,0.0182647,0.0181199,0.0177049
0.689864,0.0445715,0.0445563,0.0420373,0.0417583,0.0391713,0.0367105,0.0189042,0.0193977,0.0199529,0.0190906
1.53901,0.0406487,0.0390078,0.0379898,0.0382559,0.0346588,0.0318877,0.0169316,0.0176274,0.0176652,0.0170451
0.713232,0.0445715,0.0445563,0.0420373,0.0417583,0.0391713,0.0367105,0.0189042,0.0193977,0.0199529,0.0190906
0.713232,0.0445715,0.0445563,0.0420373,0.0417583,0.0391713,0.0367105,0.0189042,0.0193977,0.0199529,0.0190906
1.57254,0.0414323,0.0405633,0.0391503,0.039205,0.0358307,0.0331542,0.017116,0.0177958,0.0184653,0.0178272
0.713232,0.0494561,0.0471778,0.045265,0.0460922,0.0428465,0.0394465,0.0213483,0.0209902,0.0208833,0.0205706
1.5222501,0.0398319,0.0380953,0.0366744,0.0362298,0.0344876,0.0317915,0.0178015,0.0181373,0.0171298,0.0170463
1.56797,0.0416729,0.0407261,0.0382698,0.0377937,0.0359523,0.0328869,0.0183812,0.0185207,0.0177705,0.0176144
0.713232,0.0494561,0.0471778,0.045265,0.0460922,0.0428465,0.0394465,0.0213483,0.0209902,0.0208833,0.0205706
1.53444,0.0398319,0.0380953,0.0366744,0.0362298,0.0344876,0.0317915,0.0178015,0.0181373,0.0171298,0.0170463
0.713232,0.0502596,0.0486594,0.0456909,0.0464479,0.0429485,0.0403156,0.0209581,0.0212966,0.0205914,0.0203056
1.63502,0.0398319,0.0380953,0.0366744,0.0362298,0.0344876,0.0317915,0.0178015,0.0181373,0.0171298,0.0170463
0.713232,0.0501163,0.0502148,0.0473024,0.0464306,0.044256,0.0406022,0.0206756,0.0217719,0.021193,0.0209041
1.76914,0.0389599,0.0379202,0.0368231,0.036166,0.033986,0.0302074,0.0179706,0.0177685,0.0174275,0.017134
0.786384,0.0504745,0.0495231,0.0471902,0.046236,0.0439734,0.0413713,0.020868,0.0209369,0.0215393,0.0210735
1.70513,0.0389599,0.0379202,0.0368231,0.036166,0.033986,0.0302074,0.0179706,0.0177685,0.0174275,0.017134
0.787908,0.0501163,0.0502148,0.0473024,0.0464306,0.044256,0.0406022,0.0206756,0.0217719,0.021193,0.0209041
1.7036,0.0389599,0.0379202,0.0368231,0.036166,0.033986,0.0302074,0.0179706,0.0177685,0.0174275,0.017134
0.806196,0.0499011,0.0491486,0.0473243,0.0467616,0.0442752,0.0415634,0.0206927,0.0207895,0.0203971,0.0202878
1.6822701,0.0395868,0.038475,0.0369988,0.0363715,0.0336618,0.0300097,0.0169391,0.0176497,0.0176337,0.0172383
0.83058,0.0488048,0.0485516,0.0453016,0.0453187,0.0428063,0.0405397,0.0204476,0.0209968,0.0202499,0.0200575
1.63045,0.0388218,0.0380459,0.0359183,0.0353511,0.0330853,0.0300506,0.0170203,0.0171035,0.0168231,0.0165166
0.839724,0.0470673,0.0463919,0.0444536,0.0441839,0.0417302,0.0390169,0.0208669,0.0214502,0.0208818,0.0203816
1.70818,0.0404767,0.0386172,0.0376017,0.0374412,0.0352808,0.0322343,0.0173117,0.0166968,0.0167957,0.0168938
0.800608,0.0446195,0.0435336,0.0425161,0.0415235,0.0395928,0.0364667,0.0194699,0.0210645,0.0198359,0.0199819
1.7295099,0.043854,0.0438621,0.0416642,0.0402726,0.0376686,0.0338576,0.0186625,0.0193482,0.0182068,0.0180289
0.722376,0.0427249,0.0417891,0.0409843,0.0400081,0.038147,0.0344901,0.0193077,0.0205681,0.0200787,0.0192041
1.6319799,0.0409632,0.0399446,0.0392862,0.0385172,0.0352172,0.0324009,0.0164639,0.0167719,0.0175417,0.0171168
0.70866,0.0374303,0.0379816,0.0353102,0.0348031,0.0335306,0.030697,0.0173481,0.019122,0.0187515,0.018075
1.68074,0.040835,0.0396177,0.0381516,0.0379636,0.0345581,0.0323233,0.0159663,0.01662,0.0167341,0.0163113
0.760476,0.036339,0.0363294,0.0340247,0.034399,0.0316785,0.030953,0.0189331,0.0188308,0.0175869,0.0175603
1.68074,0.0417061,0.0406563,0.0395712,0.0383212,0.0361017,0.0334474,0.017628,0.0174622,0.0175494,0.0173265
0.732536,0.0386485,0.0387402,0.0358554,0.0348267,0.0341536,0.031754,0.0195036,0.0195169,0.0190282,0.0185678
1.74475,0.0408403,0.0399229,0.0387909,0.0387658,0.0350718,0.0322291,0.0178399,0.0175464,0.0173049,0.0173315
0.74676,0.0363339,0.0360881,0.0333739,0.0332493,0.0311718,0.0303244,0.0187459,0.0181339,0.0178446,0.0176467
1.71427,0.0378597,0.0382842,0.0360587,0.0356077,0.0332205,0.030322,0.0173592,0.0176143,0.017225,0.016705
1.72342,0.0396289,0.0387227,0.0363824,0.0361767,0.0334507,0.0311916,0.0182657,0.0176556,0.0179757,0.0176076
0.74676,0.0374608,0.0372101,0.0340158,0.0327838,0.0323056,0.0310575,0.0179947,0.0183078,0.0184954,0.0179316
1.70513,0.0332796,0.0327494,0.0315183,0.0308701,0.0287127,0.0265002,0.0160363,0.0158908,0.015633,0.0153584
0.74676,0.0350931,0.0357745,0.0322107,0.0321099,0.0313864,0.0285096,0.0176744,0.0178736,0.0174821,0.0173468
1.74475,0.0316914,0.0310971,0.0302209,0.0295604,0.0274399,0.0254726,0.0150501,0.0149153,0.0148736,0.0150125
0.74676,0.0362926,0.0359762,0.0335215,0.0328383,0.0319477,0.029926,0.0189343,0.0189516,0.0181346,0.0176645
1.7203701,0.0360727,0.0348406,0.033021,0.0330887,0.0302045,0.0274131,0.0167788,0.0165857,0.0164862,0.0162051
1.72189,0.0336496,0.032895,0.0320478,0.0314089,0.0284353,0.0267077,0.0160208,0.0164562,0.0163363,0.0159169
0.74676,0.0370185,0.0369116,0.0338726,0.0329802,0.0318459,0.0304034,0.0185031,0.0188832,0.0178117,0.017853
1.71732,0.0334679,0.0332036,0.0322712,0.0313735,0.0291278,0.0274044,0.0155991,0.0159871,0.0161356,0.0157552
0.751332,0.0392071,0.040229,0.0373803,0.0365606,0.0349487,0.0330417,0.0187653,0.0198797,0.0194335,0.0191681
1.71427,0.0366247,0.0367013,0.0350095,0.0343016,0.0313897,0.0295017,0.0175766,0.0171596,0.0172421,0.0171079
1.71732,0.0347269,0.0349428,0.0332131,0.0321055,0.0294416,0.027848,0.0155191,0.0155706,0.0162601,0.01586
0.694944,0.0392024,0.039757,0.0367168,0.0361217,0.0332915,0.032737,0.0180886,0.0197512,0.0191051,0.0186959
1.7681201,0.0366247,0.0367013,0.0350095,0.0343016,0.0313897,0.0295017,0.0175766,0.0171596,0.0172421,0.0171079
0.652272,0.0392024,0.039757,0.0367168,0.0361217,0.0332915,0.032737,0.0180886,0.0197512,0.0191051,0.0186959
1.75237,0.0394777,0.0381653,0.0374761,0.0370629,0.0338439,0.0315271,0.0167262,0.0166147,0.0167532,0.0164614
0.652272,0.0386042,0.0387444,0.0362733,0.0354967,0.0338172,0.0324963,0.0186837,0.0198464,0.0194458,0.0190616
0.652272,0.0412342,0.0411206,0.0392359,0.0387162,0.0371144,0.0356241,0.0191196,0.0188667,0.0190519,0.0186226
1.77218,0.0432004,0.0428257,0.0412505,0.0403553,0.0373832,0.0342737,0.018277,0.0182066,0.0178943,0.0175088
0.652272,0.0390742,0.0392258,0.0368436,0.0367624,0.0345716,0.033327,0.0185937,0.0191777,0.0190273,0.0187662
0.652272,0.0390742,0.0392258,0.0368436,0.0367624,0.0345716,0.033327,0.0185937,0.0191777,0.0190273,0.0187662
1.7859,0.0438538,0.0426471,0.0415709,0.0410671,0.0373956,0.0346226,0.0175337,0.0171565,0.0172945,0.017093
0.652272,0.0416436,0.0421391,0.0390885,0.0388929,0.0367815,0.0349495,0.0189029,0.0199022,0.0194613,0.0191753
1.80266,0.0457102,0.0454086,0.0433658,0.0420847,0.0390601,0.0363707,0.0180522,0.0192052,0.0178681,0.0176256
0.652272,0.0443435,0.0442862,0.0419068,0.0405418,0.039458,0.0382489,0.0201785,0.0207844,0.0206177,0.0201438
0.652272,0.0494205,0.0482982,0.0476161,0.0473723,0.044435,0.0426851,0.0210945,0.0207682,0.0201493,0.0203322
1.70513,0.0440474,0.0435109,0.0428157,0.0415788,0.0383628,0.0349207,0.0180045,0.0181408,0.0179822,0.0173794
0.652272,0.0448039,0.0448069,0.0419861,0.0410327,0.0398003,0.0382138,0.0197104,0.020563,0.0198016,0.0196238
1.6396,0.0457285,0.0442084,0.0430896,0.042188,0.0392712,0.035896,0.0184992,0.0185509,0.0183827,0.0179431
0.652272,0.0469324,0.0474941,0.044242,0.0436211,0.0423493,0.0402169,0.020514,0.0214591,0.0209231,0.0208631
0.652272,0.0476957,0.0464856,0.0455204,0.0449769,0.043481,0.0412139,0.0211308,0.0203386,0.0210405,0.0204058
1.64315,0.0462201,0.0449072,0.0445759,0.0436146,0.0402897,0.0364561,0.0195662,0.0189233,0.0185031,0.0184792
0.652272,0.0468807,0.0460595,0.0448333,0.0444822,0.0419694,0.0406463,0.021128,0.0209371,0.0203601,0.0202056
1.67465,0.0454246,0.0454527,0.0433921,0.0432472,0.0396307,0.0363493,0.0184395,0.0182683,0.0185164,0.0182729
1.6716,0.0469647,0.0464631,0.0445286,0.0438078,0.0406598,0.0374508,0.0188439,0.0200958,0.0187597,0.0185706
0.652272,0.0468456,0.0467079,0.0441658,0.0444266,0.041614,0.0394185,0.0205404,0.0201655,0.0201351,0.019867
1.54968,0.0471396,0.0465046,0.045002,0.0437124,0.0404759,0.0369722,0.0192841,0.0197638,0.0189047,0.0186114
0.652272,0.048574,0.0492434,0.04555,0.0448931,0.0434609,0.0409458,0.0213364,0.022333,0.0216422,0.0212978
1.5791399,0.0464274,0.0451103,0.0439571,0.0439804,0.040134,0.0366532,0.0188888,0.0187255,0.0191895,0.0186353
0.652272,0.048574,0.0492434,0.04555,0.0448931,0.0434609,0.0409458,0.0213364,0.022333,0.0216422,0.0212978
1.66703,0.0468413,0.0457467,0.0445751,0.0442389,0.0408544,0.0368179,0.0192351,0.0189984,0.018641,0.0183952
0.652272,0.0500033,0.0495942,0.0465053,0.0453132,0.0434977,0.0404718,0.0213265,0.0220963,0.0213566,0.0212361
0.652272,0.0487251,0.0468641,0.0456587,0.0448351,0.0414468,0.0396834,0.0214614,0.0212124,0.0212003,0.0207386
1.62131,0.0466528,0.0452959,0.0438034,0.0434977,0.0404201,0.035874,0.0183201,0.0184652,0.0184768,0.0181919
1.64417,0.0476299,0.0463487,0.0450907,0.0439957,0.0412421,0.0376127,0.0188144,0.0196728,0.0188998,0.0186071
0.652272,0.0489495,0.0491586,0.0467308,0.0456057,0.0431107,0.0404851,0.0210167,0.0214902,0.0215241,0.0212951
