depth_m,b59_ang201,b60_ang201,b61_ang201,b62_ang201,b65_ang201,b67_ang201,b73_ang201,b74_ang201,b76_ang201,b78_ang201
1.7647901,0.02955,0.029012,0.0278293,0.0269654,0.0243561,0.0225688,0.0138886,0.0135232,0.0133794,0.0132447
1.19177,0.029218,0.0287688,0.0275235,0.0263551,0.0244084,0.0217862,0.0120935,0.0134999,0.0139906,0.0136893
1.09728,0.0282924,0.0272836,0.0270618,0.02665,0.0235617,0.0212368,0.0135804,0.0144627,0.0138994,0.0136397
1.6763999,0.0325419,0.0307977,0.0297985,0.0296051,0.0267872,0.0238224,0.0130764,0.0140416,0.0140415,0.0135461
1.73431,0.0317141,0.0305483,0.0296111,0.0292709,0.025465,0.0237273,0.0133847,0.0139221,0.0133389,0.0131793
1.79984,0.0308383,0.0308731,0.0303331,0.0290679,0.0275011,0.0240358,0.0130684,0.013636,0.0137706,0.0135189
1.7434601,0.0322699,0.0311446,0.0300872,0.030363,0.0263558,0.0244624,0.0132201,0.0147901,0.0139887,0.0139514
1.8608,0.0315998,0.0314228,0.0301168,0.0297841,0.0273072,0.0249869,0.0136301,0.014357,0.0142489,0.0137294
1.79527,0.0291694,0.0285043,0.0264781,0.0267185,0.0242457,0.0208516,0.012879,0.0135529,0.0129267,0.0128983
1.15367,0.0291785,0.0286491,0.0272615,0.0273543,0.024761,0.0217911,0.0134232,0.0133199,0.0133263,0.0135785
0.984504,0.0299966,0.0290985,0.0281934,0.0273452,0.0253982,0.0228858,0.0140878,0.0143993,0.0141256,0.0141403
1.03124,0.0283424,0.0288235,0.026781,0.0268577,0.023225,0.0214959,0.0127093,0.0137996,0.0141698,0.0141287
1.69774,0.0310209,0.0303186,0.0287754,0.0278223,0.0252034,0.0225288,0.0141113,0.0134431,0.013296,0.0133404
1.71298,0.0308308,0.0306887,0.0290197,0.0284795,0.0261717,0.0229,0.0133245,0.0138924,0.0134995,0.0135436
1.7587,0.0308383,0.0308731,0.0303331,0.0290679,0.0275011,0.0240358,0.0130684,0.013636,0.0137706,0.0135189
1.78003,0.0329391,0.031987,0.0303531,0.029918,0.0274962,0.0255597,0.0155312,0.0146251,0.0144311,0.0141693
1.78918,0.0329391,0.031987,0.0303531,0.029918,0.0274962,0.0255597,0.0155312,0.0146251,0.0144311,0.0141693
1.86233,0.0315252,0.0322503,0.0305966,0.0306962,0.0274146,0.0247978,0.014416,0.0143881,0.0146335,0.0144376
1.80442,0.0285345,0.0280123,0.0266843,0.0265085,0.0230404,0.0214228,0.0126485,0.0132141,0.0134407,0.0132005
1.0942301,0.0296703,0.0275307,0.027827,0.0265012,0.025502,0.0218772,0.0124102,0.013006,0.0140422,0.0131777
1.0058399,0.0285596,0.0281423,0.0269182,0.0265336,0.0238117,0.0211454,0.0125732,0.0128913,0.0131566,0.0130029
0.943864,0.0299966,0.0290985,0.0281934,0.0273452,0.0253982,0.0228858,0.0140878,0.0143993,0.0141256,0.0141403
1.71602,0.0306977,0.0302998,0.0290756,0.028531,0.0254565,0.0221476,0.0141903,0.0128225,0.0132923,0.0131239
1.78918,0.0309949,0.0304825,0.0288947,0.0285073,0.0251679,0.0226177,0.0134114,0.0133671,0.0138649,0.0135472
1.77394,0.0314323,0.0307814,0.0311846,0.0299997,0.0266906,0.0241628,0.0140722,0.0144447,0.0140475,0.0140072
1.78613,0.0329297,0.0321976,0.0305783,0.0301428,0.0275895,0.0253058,0.0143677,0.0147243,0.0143172,0.0146573
1.8989,0.0327374,0.0331349,0.031186,0.0316123,0.0276989,0.0261417,0.0148537,0.0150899,0.0146555,0.0148697
1.80137,0.0285345,0.0280123,0.0266843,0.0265085,0.0230404,0.0214228,0.0126485,0.0132141,0.0134407,0.0132005
1.04851,0.0297614,0.0290054,0.0286687,0.0281715,0.0262423,0.0220106,0.0133698,0.0136875,0.0135288,0.0132511
0.891032,0.0279282,0.0278166,0.0265862,0.0255141,0.0225416,0.021055,0.013064,0.0133713,0.0141121,0.0138205
1.7206,0.0302544,0.0295702,0.0288865,0.0281069,0.0246354,0.023119,0.0124262,0.0131237,0.0132302,0.0130071
1.74041,0.0311604,0.0299832,0.0295309,0.0284708,0.0255484,0.0224999,0.0129574,0.013956,0.0136264,0.0134655
1.7647901,0.0316215,0.0322505,0.0311636,0.029996,0.0272395,0.0244693,0.0140569,0.0146082,0.0140257,0.0139313
1.78105,0.0324492,0.0321634,0.0304801,0.0311389,0.0268996,0.0250062,0.0142268,0.015601,0.0145452,0.0140377
1.78918,0.0327374,0.0331349,0.031186,0.0316123,0.0276989,0.0261417,0.0148537,0.0150899,0.0146555,0.0148697
1.8349,0.0306275,0.0301052,0.0283767,0.0276484,0.0252353,0.0222589,0.0132626,0.0135649,0.0132442,0.013155
1.16281,0.0282514,0.0272544,0.0265131,0.0263541,0.0239873,0.0213113,0.012881,0.0134315,0.0129933,0.012851
0.866394,0.0326305,0.0314668,0.0313232,0.0311032,0.0273507,0.0252306,0.0137037,0.0140998,0.0147171,0.0144484
1.70688,0.0310008,0.0314367,0.0293915,0.0288366,0.0253619,0.023715,0.0137379,0.0141287,0.0135489,0.0135816
1.7983201,0.0311604,0.0299832,0.0295309,0.0284708,0.0255484,0.0224999,0.0129574,0.013956,0.0136264,0.0134655
1.84404,0.0319259,0.0305505,0.0298166,0.0300902,0.0271152,0.0243247,0.0140094,0.013741,0.0136867,0.0134031
1.8227,0.032624,0.0325129,0.0314344,0.0313058,0.028382,0.0260895,0.0146514,0.0143743,0.0141487,0.0140436
1.70078,0.032494,0.0330559,0.030988,0.0307011,0.0277296,0.0250324,0.0144799,0.014419,0.0139175,0.0142451
1.84709,0.0293907,0.0291002,0.0285514,0.0277003,0.0252465,0.0228469,0.013715,0.0132791,0.0135721,0.0134236
1.85014,0.0304959,0.0298935,0.0277117,0.027845,0.0246639,0.0222688,0.0131309,0.0129287,0.0132821,0.0131646
1.14757,0.0290951,0.0285234,0.0276317,0.0266307,0.024455,0.0222517,0.0127352,0.0130491,0.0132771,0.0130871
0.897128,0.0326305,0.0314668,0.0313232,0.0311032,0.0273507,0.0252306,0.0137037,0.0140998,0.0147171,0.0144484
1.71602,0.0309761,0.032159,0.0292705,0.0283802,0.0248063,0.0234211,0.0134452,0.0143902,0.0134196,0.0136067
1.6672601,0.0315301,0.0311164,0.029979,0.0282859,0.0255494,0.0230701,0.0142412,0.013055,0.0133858,0.013214
1.7587,0.0315511,0.0318265,0.0298545,0.0297288,0.0271529,0.023422,0.0144931,0.0139188,0.0134045,0.013446
1.89179,0.0324576,0.0318054,0.0309158,0.0311426,0.028072,0.0247853,0.0141457,0.0153701,0.0141975,0.0143441
1.9080499,0.0324576,0.0318054,0.0309158,0.0311426,0.028072,0.0247853,0.0141457,0.0153701,0.0141975,0.0143441
1.69774,0.0333368,0.0329633,0.0314808,0.0310337,0.0276773,0.0253472,0.0147801,0.0146685,0.014422,0.0141208
1.72822,0.0330324,0.0338667,0.0310932,0.0322037,0.0287866,0.0257998,0.0142835,0.0153348,0.0142503,0.0144727
1.8531801,0.0299812,0.0294827,0.0276972,0.0273173,0.0251678,0.0233099,0.014351,0.0136605,0.0143034,0.0136842
1.24054,0.0281118,0.0281705,0.0266705,0.0260861,0.023756,0.0209532,0.0128687,0.0130038,0.0133494,0.0129824
0.882396,0.0340572,0.0337255,0.0322764,0.0327866,0.0299428,0.0266173,0.0144237,0.0153334,0.0159944,0.0155431
1.72822,0.0308596,0.0294356,0.0286621,0.0283923,0.0252959,0.0227657,0.0135888,0.0139157,0.013939,0.013737
1.74041,0.0312117,0.0303171,0.0294156,0.0285535,0.0260788,0.0237092,0.0130938,0.0138357,0.0129839,0.0131006
1.7846,0.0325593,0.0330101,0.0311411,0.0306519,0.0275675,0.0244704,0.0146329,0.0143536,0.0140355,0.0137031
1.87985,0.0327255,0.0325494,0.0309925,0.0314046,0.0277158,0.0252486,0.0143108,0.0149193,0.0139008,0.0140061
1.7846,0.0344503,0.0340956,0.0328957,0.032607,0.028998,0.0267733,0.0154875,0.0160241,0.0143034,0.0144144
1.90195,0.030053,0.0294707,0.0282444,0.0275741,0.0252364,0.0233794,0.0140606,0.013996,0.0141619,0.0137515
1.26187,0.0288342,0.0281194,0.0275728,0.0267222,0.0241821,0.0214772,0.0129446,0.0132786,0.0132443,0.0131926
1.75565,0.0299476,0.0298947,0.0282426,0.0279166,0.0248946,0.0219348,0.0127936,0.0142267,0.0133076,0.0132806
1.76784,0.0310795,0.0298635,0.0293948,0.0289334,0.0254497,0.0232409,0.0124164,0.0134479,0.0130655,0.0130415
1.80746,0.031517,0.0315223,0.0288331,0.0287418,0.0258382,0.0234873,0.0138544,0.0137339,0.0135117,0.013412
1.81051,0.0328731,0.0314105,0.0306943,0.0301419,0.0274741,0.024712,0.013857,0.014048,0.0137476,0.0138537
1.9304,0.0334919,0.0333362,0.0325798,0.0326786,0.0294334,0.02629,0.0153585,0.0146434,0.0148411,0.0147966
1.81356,0.0340967,0.0343168,0.0322524,0.0320477,0.0298374,0.02685,0.015539,0.0154299,0.0145745,0.0150535
1.91414,0.029942,0.0290707,0.0279921,0.0270419,0.0245089,0.0221957,0.0126997,0.0128728,0.0137979,0.0134372
1.3655,0.0297187,0.0293684,0.0283405,0.027231,0.0239291,0.0223325,0.0140253,0.0131344,0.0143387,0.013725
1.37465,0.0287611,0.0279848,0.0271792,0.0270103,0.0243811,0.0209627,0.0127899,0.0133596,0.0133006,0.0133325
1.79527,0.0304934,0.0305315,0.0281248,0.0278514,0.0250501,0.0214588,0.0130469,0.0131877,0.0125596,0.0127107
1.74955,0.0316923,0.0307632,0.0302533,0.029171,0.0260233,0.0236894,0.0132528,0.0136291,0.0129846,0.0130843
1.80137,0.0328731,0.0314105,0.0306943,0.0301419,0.0274741,0.024712,0.013857,0.014048,0.0137476,0.0138537
1.92215,0.0336461,0.0330926,0.0323516,0.0321563,0.0292757,0.0260467,0.0153564,0.0158971,0.0148136,0.0146499
1.81813,0.0326216,0.0337679,0.0316632,0.0314042,0.0288548,0.0261115,0.0149625,0.0144547,0.0144916,0.0142866
1.88671,0.0302922,0.0292342,0.0273831,0.0275346,0.0249833,0.0225783,0.0129441,0.012975,0.0134916,0.0130505
1.3716,0.0286055,0.0283815,0.0275263,0.0264727,0.0236928,0.0223567,0.0136774,0.0131191,0.013986,0.0133912
0.915416,0.0341594,0.0339516,0.0323177,0.0330003,0.0295656,0.028191,0.0152088,0.0153654,0.0147615,0.0152574
1.78003,0.0310848,0.0310129,0.029111,0.0277081,0.0264161,0.0229173,0.0134826,0.0137928,0.0136362,0.0134376
1.7526,0.0322452,0.0309516,0.0301379,0.0294558,0.027686,0.0239338,0.014446,0.0145046,0.0144264,0.0140909
1.7465,0.0320904,0.0314607,0.0302459,0.0297716,0.02713,0.0243976,0.0143107,0.0142749,0.0135889,0.0135261
1.9363101,0.0334491,0.032826,0.0325576,0.0330253,0.0303367,0.0261715,0.0149152,0.0157142,0.0143061,0.0145845
1.93243,0.0335575,0.032249,0.0314941,0.0312996,0.027207,0.0261111,0.0135451,0.0154606,0.0142584,0.0140503
1.82118,0.0332862,0.034275,0.0319216,0.031752,0.0294742,0.0267601,0.0148167,0.0148255,0.0149439,0.0147039
1.88062,0.0284726,0.0273911,0.0271417,0.0262675,0.024342,0.0215309,0.0127343,0.0134037,0.0123625,0.0125176
1.30759,0.0285382,0.0292755,0.0274897,0.0268455,0.0239704,0.0215265,0.0132563,0.0132404,0.0135698,0.0131833
0.949452,0.03502,0.0332494,0.0331391,0.0330363,0.0288638,0.0264307,0.0133303,0.0151691,0.0150418,0.0148273
1.8409899,0.0302831,0.0297665,0.0277387,0.0268138,0.025183,0.0214138,0.0131097,0.0131343,0.0136752,0.0130174
1.7693599,0.0322452,0.0309516,0.0301379,0.0294558,0.027686,0.0239338,0.014446,0.0145046,0.0144264,0.0140909
1.8196599,0.0321495,0.0324577,0.0303794,0.0301092,0.0267027,0.0245219,0.013968,0.0140791,0.0135297,0.0136622
1.94213,0.0348626,0.0341202,0.0328137,0.0329865,0.0306041,0.0266531,0.0159452,0.0156134,0.0151794,0.0149106
1.80137,0.0332862,0.034275,0.0319216,0.031752,0.0294742,0.0267601,0.0148167,0.0148255,0.0149439,0.0147039
1.93243,0.0285821,0.0274257,0.0265108,0.0262754,0.0236613,0.0211562,0.0127433,0.0135654,0.0124659,0.0127847
1.31064,0.0291453,0.0293276,0.0278086,0.027231,0.0241946,0.0221469,0.0136338,0.0140485,0.0137498,0.0137037
0.976884,0.0294385,0.0287513,0.0275468,0.0275249,0.02445,0.0223674,0.0136841,0.0143496,0.0147521,0.0144484
1.06985,0.0294385,0.0287513,0.0275468,0.0275249,0.02445,0.0223674,0.0136841,0.0143496,0.0147521,0.0144484
1.84861,0.0298906,0.0287666,0.026972,0.0265768,0.0233794,0.0210708,0.0125655,0.0124497,0.0133826,0.0128913
1.72822,0.0313395,0.0301406,0.0292018,0.0294253,0.0262045,0.0236145,0.013324,0.0138263,0.0132005,0.0131341
1.81661,0.0325824,0.0315824,0.030582,0.0300872,0.0269568,0.0245322,0.0133949,0.0142716,0.0137463,0.0138955
1.8912801,0.0340859,0.033351,0.0326002,0.0325616,0.0304828,0.0260242,0.0151799,0.0157001,0.0149742,0.014824
1.79984,0.0336261,0.034585,0.0321241,0.0319716,0.0299426,0.0267615,0.0153187,0.0147425,0.0150322,0.0146922
1.90195,0.0282595,0.0280368,0.0270009,0.0262947,0.0232299,0.0207569,0.0127033,0.013492,0.0125366,0.013003
1.25578,0.028673,0.0291394,0.0274687,0.0269999,0.0243475,0.0215693,0.0127366,0.0138686,0.0135703,0.0134724
1.14605,0.0281504,0.0273548,0.0260144,0.026331,0.0227553,0.0215265,0.0139036,0.0153226,0.0145981,0.0143949
1.2253,0.0276599,0.0264084,0.0258576,0.0260521,0.0221671,0.020563,0.0135084,0.0140567,0.0143959,0.0141551
1.84709,0.0299705,0.0295061,0.0276146,0.0276125,0.0246778,0.0218172,0.0131538,0.0129668,0.0130999,0.01288
1.72364,0.0324331,0.0329574,0.0304051,0.0301546,0.0271411,0.0242356,0.0144117,0.0149052,0.0146261,0.0143942
1.76632,0.0323007,0.0313594,0.0300064,0.0297142,0.0277576,0.0245836,0.0145498,0.0148651,0.014786,0.0146344
1.77241,0.0343206,0.0334058,0.0330658,0.0330442,0.0306025,0.0269364,0.015722,0.0154928,0.01489,0.0149158
1.79222,0.0334344,0.0347857,0.032365,0.0324801,0.0294456,0.0270935,0.0158894,0.0151331,0.014919,0.0144767
1.97206,0.0294218,0.0293046,0.0270612,0.027282,0.0248642,0.0220736,0.0137491,0.0135339,0.0138202,0.0132258
1.14605,0.0292551,0.0278509,0.0271559,0.0261685,0.022986,0.0216029,0.0129541,0.0135069,0.0135297,0.0138741
1.10947,0.0283656,0.0284842,0.0268584,0.0270698,0.023973,0.0216821,0.0129155,0.0133118,0.0133517,0.0132332
1.29134,0.0286606,0.0269566,0.0263696,0.0260914,0.0226365,0.021367,0.0142186,0.0149423,0.0150931,0.0145244
1.80442,0.0303553,0.0299971,0.0286068,0.0282132,0.0242069,0.0220537,0.0128398,0.0132689,0.0133087,0.012774
1.7465,0.0314893,0.0319837,0.0297304,0.0298751,0.0268525,0.0245926,0.0141435,0.0141455,0.0134229,0.0134161
1.7434601,0.0322171,0.0322231,0.030533,0.0297263,0.0267189,0.0242342,0.0142893,0.0142121,0.0139713,0.013951
1.73888,0.0348183,0.0344896,0.0329338,0.0323326,0.030509,0.0275574,0.0148941,0.0159429,0.0149163,0.0153452
1.82575,0.0340195,0.0337536,0.0316863,0.0321655,0.0299838,0.0267196,0.0150033,0.0152074,0.0150083,0.0147953
1.9842499,0.0293461,0.0279642,0.0276676,0.0263281,0.0237495,0.0213892,0.0121982,0.013495,0.0134617,0.0129491
1.1109999,0.0295059,0.0281712,0.0275113,0.026603,0.0241374,0.0220748,0.0132744,0.0135497,0.0131266,0.0133718
1.2710201,0.0283225,0.029992,0.0266383,0.025311,0.0240412,0.0214341,0.0131687,0.0139997,0.0139831,0.0141886
1.8349,0.0300123,0.0287804,0.0283435,0.0271735,0.0241367,0.021616,0.0124891,0.0133925,0.0137305,0.0131764
1.72822,0.0315067,0.0312137,0.0297598,0.0290832,0.026281,0.0238548,0.0133154,0.0138899,0.0137423,0.0134292
1.75565,0.0322932,0.0322566,0.0305376,0.0303138,0.027536,0.0252144,0.0140548,0.0143746,0.0140488,0.0138836
1.7079,0.0332574,0.0318375,0.0321519,0.0319908,0.0287171,0.0257783,0.0148771,0.0146078,0.0151836,0.0143667
1.82575,0.0333823,0.0346008,0.0325064,0.0320102,0.0297722,0.0257986,0.0148039,0.0149867,0.0150085,0.0146238
1.94462,0.0293461,0.0279642,0.0276676,0.0263281,0.0237495,0.0213892,0.0121982,0.013495,0.0134617,0.0129491
1.18567,0.0293815,0.0286301,0.0267482,0.026464,0.0236332,0.0224297,0.0130789,0.0131222,0.0129048,0.013318
1.82575,0.0295764,0.0290357,0.0283443,0.0265897,0.0241777,0.0216804,0.012758,0.0135993,0.0132564,0.0126778
1.75565,0.0319398,0.0315701,0.0301468,0.0297623,0.0271229,0.0237426,0.014341,0.0145769,0.0132631,0.0133352
1.7434601,0.0329093,0.0335684,0.0298945,0.0302096,0.0268941,0.0253134,0.0150074,0.0137656,0.014009,0.0138029
1.7206,0.0345165,0.0344519,0.0322399,0.0324353,0.0303201,0.0274256,0.0153134,0.0152428,0.0146179,0.0149412
1.83794,0.0345534,0.0339557,0.0323827,0.032546,0.0295419,0.0270745,0.0150803,0.0154854,0.015201,0.015227
1.95377,0.0296752,0.028608,0.0280739,0.0281947,0.0246571,0.0225435,0.0129643,0.0128607,0.0131865,0.0128635
1.17348,0.0294936,0.0282716,0.0278087,0.0263508,0.0240188,0.0217436,0.012882,0.0137237,0.0128803,0.013166
1.21006,0.0293815,0.0286301,0.0267482,0.026464,0.0236332,0.0224297,0.0130789,0.0131222,0.0129048,0.013318
1.35484,0.0275395,0.0288062,0.0259741,0.0258669,0.0233582,0.0216286,0.0130502,0.0146117,0.0137294,0.0140102
1.8288,0.0295764,0.0290357,0.0283443,0.0265897,0.0241777,0.0216804,0.012758,0.0135993,0.0132564,0.0126778
1.77394,0.0316389,0.0310519,0.0291646,0.0298748,0.0265846,0.0241027,0.0141181,0.0145539,0.0135825,0.0133804
1.76327,0.0311916,0.0303801,0.0295284,0.0288653,0.0254774,0.0232915,0.0133693,0.0132981,0.013846,0.0134677
1.72822,0.0330217,0.0326679,0.0319998,0.0316785,0.0289309,0.0261811,0.0155202,0.0151251,0.0143612,0.0143732
1.8288,0.0327142,0.0320023,0.0313249,0.03121,0.02759,0.0256839,0.0142353,0.0139005,0.0137719,0.0135655
1.9111,0.0292553,0.0290305,0.0277309,0.028651,0.0255161,0.0223889,0.0138864,0.0133489,0.014001,0.0136827
1.3274,0.0289973,0.0275745,0.0274925,0.0262691,0.0246379,0.0214996,0.0127436,0.0131126,0.013235,0.0128277
1.35636,0.0293826,0.0289127,0.0267121,0.0258302,0.0231382,0.0220715,0.0148022,0.0141524,0.0147185,0.0147328
1.80594,0.0294865,0.0285896,0.027743,0.0273341,0.0241457,0.0214638,0.0126986,0.0129545,0.0132555,0.0130046
1.7907,0.0316389,0.0310519,0.0291646,0.0298748,0.0265846,0.0241027,0.0141181,0.0145539,0.0135825,0.0133804
1.7526,0.0321543,0.0309296,0.0304475,0.0294889,0.0264834,0.024336,0.0139316,0.0143439,0.0140717,0.0138106
1.7312599,0.0340807,0.0330534,0.0325151,0.0322371,0.0293183,0.0262964,0.015535,0.0153346,0.0155285,0.0152292
1.7434601,0.034753,0.0341853,0.0319442,0.0321975,0.0304634,0.0272799,0.0155748,0.015403,0.0152784,0.0147684
1.8409899,0.0329021,0.0320612,0.031691,0.0314321,0.0279904,0.0255843,0.0137535,0.0141938,0.0140251,0.0137071
1.90195,0.030076,0.0310961,0.0288281,0.0268273,0.024422,0.0222228,0.0130537,0.0137736,0.0132571,0.0132645
1.2954,0.0291756,0.0285406,0.0274103,0.0274649,0.023467,0.0210459,0.0137631,0.0133535,0.0136698,0.0134809
1.28626,0.0293826,0.0289127,0.0267121,0.0258302,0.0231382,0.0220715,0.0148022,0.0141524,0.0147185,0.0147328
1.81356,0.0294865,0.0285896,0.027743,0.0273341,0.0241457,0.0214638,0.0126986,0.0129545,0.0132555,0.0130046
1.7526,0.0316389,0.0310519,0.0291646,0.0298748,0.0265846,0.0241027,0.0141181,0.0145539,0.0135825,0.0133804
1.72212,0.0321543,0.0309296,0.0304475,0.0294889,0.0264834,0.024336,0.0139316,0.0143439,0.0140717,0.0138106
1.70078,0.0340807,0.0330534,0.0325151,0.0322371,0.0293183,0.0262964,0.015535,0.0153346,0.0155285,0.0152292
1.8409899,0.0329021,0.0320612,0.031691,0.0314321,0.0279904,0.0255843,0.0137535,0.0141938,0.0140251,0.0137071
1.8349,0.0330683,0.0331681,0.0318897,0.0316401,0.0289081,0.0259915,0.0150321,0.0149466,0.0142047,0.014397
1.91414,0.030076,0.0310961,0.0288281,0.0268273,0.024422,0.0222228,0.0130537,0.0137736,0.0132571,0.0132645
1.31521,0.0301673,0.028552,0.0278918,0.0281813,0.0247963,0.0220114,0.0134806,0.0136781,0.0134,0.0132607
1.27406,0.0290992,0.0298756,0.0266864,0.0266833,0.0241921,0.022027,0.0138748,0.0153602,0.0148991,0.0147246
1.80137,0.0294253,0.0297729,0.0279119,0.0269374,0.0242409,0.0215349,0.0127852,0.0130241,0.0129627,0.0128649
1.7465,0.030813,0.0304797,0.0284297,0.0279016,0.0259329,0.0227152,0.0136208,0.0134335,0.0137381,0.01354
1.75717,0.0315836,0.0309184,0.0300863,0.0295414,0.0256855,0.0246661,0.0136875,0.0141747,0.0139843,0.0138342
1.69926,0.0340807,0.0330534,0.0325151,0.0322371,0.0293183,0.0262964,0.015535,0.0153346,0.0155285,0.0152292
1.82423,0.0336942,0.0321512,0.0317085,0.0319629,0.0284279,0.025512,0.0147356,0.014887,0.0140821,0.0140504
1.93853,0.0305775,0.0308311,0.0282584,0.0268979,0.0251576,0.0225725,0.013256,0.0135484,0.0134321,0.0134247
1.3136899,0.0284287,0.0288303,0.0268445,0.0258696,0.0234161,0.0219644,0.0131901,0.0138738,0.0125246,0.0127623
1.8227,0.0293176,0.0277647,0.0270822,0.0265934,0.0234632,0.0206443,0.0128936,0.012495,0.012656,0.0126693
1.74041,0.0315582,0.0324324,0.0291879,0.0291992,0.025381,0.0233972,0.0135506,0.0148402,0.0139024,0.0136724
1.72517,0.0315747,0.0298109,0.0289876,0.0283393,0.026079,0.0234687,0.0138964,0.014251,0.0139452,0.0137262
1.76632,0.0321686,0.0315047,0.0301765,0.0297304,0.0271522,0.0242354,0.0141937,0.0149924,0.0146917,0.0147864
1.71907,0.034049,0.0331258,0.0318604,0.033014,0.0302241,0.0271686,0.0155275,0.0161498,0.0145342,0.0144762
1.70383,0.0341148,0.0332973,0.0324611,0.0321052,0.0297151,0.0275093,0.0153646,0.0158098,0.0148613,0.0148325
1.85776,0.0324676,0.0322084,0.0316684,0.0314158,0.0279674,0.025459,0.0143307,0.0144475,0.0142298,0.0140278
1.89281,0.0302096,0.0294676,0.0287997,0.0279733,0.0255751,0.0226779,0.0134624,0.0137584,0.0134166,0.0135623
1.28321,0.0289002,0.0287768,0.0270022,0.0264655,0.0246529,0.0219942,0.0124706,0.0136304,0.0133362,0.0136179
1.38989,0.0281766,0.0272868,0.0264147,0.0259236,0.0226652,0.0207277,0.0140551,0.0132129,0.0134968,0.0133456
1.8409899,0.0277082,0.0294659,0.026715,0.0267482,0.0234038,0.0217707,0.0122327,0.0126448,0.0131184,0.0127125
1.71907,0.0307292,0.0315936,0.0289229,0.0294325,0.0261266,0.0234004,0.0142278,0.0139938,0.0130013,0.013143
1.77851,0.0321686,0.0315047,0.0301765,0.0297304,0.0271522,0.0242354,0.0141937,0.0149924,0.0146917,0.0147864
1.7145,0.0342304,0.0343921,0.032647,0.0329356,0.0297233,0.0264491,0.015919,0.0152342,0.0160937,0.015422
1.7983201,0.0340687,0.0330723,0.0319394,0.0316212,0.0282925,0.026312,0.0150204,0.0154093,0.013822,0.0140542
1.84404,0.0343523,0.0334054,0.0318929,0.032266,0.0285023,0.0262816,0.0156122,0.0153301,0.0145003,0.014942
1.90652,0.0301032,0.0289726,0.02858,0.0276149,0.0259144,0.0228832,0.0133116,0.012706,0.0137327,0.0136594
1.28168,0.0289002,0.0287768,0.0270022,0.0264655,0.0246529,0.0219942,0.0124706,0.0136304,0.0133362,0.0136179
1.3949701,0.0275036,0.0261288,0.0259322,0.025714,0.0231754,0.0202387,0.0141408,0.0143972,0.0140341,0.0138852
1.82575,0.0277082,0.0294659,0.026715,0.0267482,0.0234038,0.0217707,0.0122327,0.0126448,0.0131184,0.0127125
1.75412,0.0303061,0.0304162,0.0284171,0.0281131,0.0259378,0.0229176,0.0132462,0.0140173,0.0134871,0.0131584
1.8196599,0.032102,0.0312712,0.029347,0.0297287,0.0270361,0.0245068,0.0139824,0.0143068,0.0135095,0.0133433
1.74447,0.0342304,0.0343921,0.032647,0.0329356,0.0297233,0.0264491,0.015919,0.0152342,0.0160937,0.015422
1.86233,0.0334577,0.032852,0.0318009,0.0315882,0.0281131,0.0256842,0.0144144,0.014904,0.0139925,0.0138948
1.81661,0.0344977,0.0349395,0.0323526,0.0332164,0.0296537,0.0271023,0.0162849,0.0152839,0.0146678,0.0150351
1.91414,0.0296831,0.0294634,0.0290885,0.0280688,0.0245828,0.0220552,0.0137717,0.0135319,0.0139356,0.0140045
1.26797,0.0282989,0.0272244,0.0269065,0.0263336,0.0241765,0.0217169,0.0127301,0.0122497,0.0133789,0.0135032
1.43104,0.0266075,0.0259959,0.0247989,0.0248868,0.0215462,0.0203638,0.0126082,0.0130668,0.0133529,0.0135966
1.8196599,0.0276585,0.0284577,0.02592,0.0259577,0.0226489,0.0205165,0.0119313,0.0118522,0.012652,0.012507
1.77698,0.0307181,0.0316512,0.0288571,0.0287362,0.0252213,0.023144,0.0136757,0.0144173,0.0133859,0.0132947
1.7983201,0.0317332,0.0311576,0.0293726,0.0301125,0.0266074,0.0240669,0.0135653,0.014074,0.0140052,0.0135552
1.7206,0.0339242,0.0325803,0.0313557,0.0323903,0.0298054,0.0267432,0.0154521,0.0154498,0.0143816,0.0143834
1.8699501,0.0335699,0.03279,0.0325919,0.0319507,0.0293127,0.0264049,0.0152211,0.0148468,0.0144885,0.0144523
1.905,0.0304668,0.0289529,0.0283301,0.0277323,0.0250637,0.0227245,0.0127675,0.012937,0.0130564,0.0135374
1.2573,0.0295301,0.0285159,0.0285017,0.0274353,0.0255551,0.0222002,0.0132207,0.0135155,0.0132152,0.0134467
1.46101,0.0267902,0.0258233,0.0251237,0.0242204,0.0219338,0.0205257,0.0126082,0.0132882,0.0129311,0.0132459
1.80746,0.0291487,0.0279492,0.0271725,0.0269348,0.0238311,0.0209798,0.0131501,0.013228,0.0125334,0.0126892
1.76784,0.0282723,0.0286892,0.0268607,0.0257223,0.0234032,0.0210321,0.0112438,0.0119158,0.0128477,0.0124508
1.79527,0.0311191,0.0308304,0.0284651,0.0285832,0.026562,0.0226239,0.0133593,0.0140887,0.0136036,0.0133323
1.78308,0.0309637,0.0312157,0.0290431,0.0284351,0.0257262,0.0235739,0.0137004,0.0140993,0.0137811,0.0135567
1.73888,0.0323008,0.0311867,0.0299011,0.030618,0.0273784,0.0248747,0.0141872,0.0142053,0.0136529,0.013633
1.7846,0.0342174,0.0335938,0.0312919,0.0317116,0.030001,0.0268728,0.0161073,0.0159109,0.0151188,0.015241
1.88214,0.033313,0.0334993,0.0318825,0.0313152,0.0294679,0.0263068,0.0142613,0.0145266,0.015061,0.0147124
